artist_name,channel_ID,channel_title,published,views,subs,videos,channel_age_years,views_per_video,subs_per_video,views_per_sub
Golden Dawn Arkestra,UCPwAX7FYpFso6G9IKOIS_QA,GOLDEN DAWN ARKESTRA,2014-07-31 18:17:13+00:00,407009.0,2270.0,59.0,11.099247091033538,6898.457627118644,38.47457627118644,179.29911894273127
Blue Americans,UCelUk1Pe-qmtEwGAtXTJIdw,Blue Americans,2016-02-09 16:15:00+00:00,35156.0,289.0,7.0,9.571526351813826,5022.285714285715,41.285714285714285,121.6470588235294
Still Woozy,UCFvpiAtMwvCTCZuEM8Ua8Uw,Still Woozy,2017-09-05 02:45:12+00:00,100999601.0,243000.0,27.0,8.0,3740725.962962963,9000.0,415.6362181069959
The Temptations,UCee8VNCWfOCYccbFhDM8B_A,The Temptations,2018-03-14 05:06:55+00:00,658147888.0,661000.0,226.0,7.479808350444901,2912158.796460177,2924.778761061947,995.6851558245083
Max Pezzali,UCgednYguYgGbuK_kGp6QCbA,MaxPezzaliOfficial,2011-01-25 15:22:00+00:00,296157482.0,204000.0,196.0,14.611909650924025,1511007.5612244897,1040.8163265306123,1451.752362745098
The Confused Brothers Band,UC3Aw0U8X2VDN9GknWnY7EeA,The Confused,2016-02-01 20:03:09+00:00,5123.0,48.0,7.0,9.593429158110883,731.8571428571429,6.857142857142857,106.72916666666667
Horsehead,UCvKOI6VsrBDH2Btc6sZ5vcQ,Horse Head - Topic,2016-01-12 07:08:32+00:00,2994965.0,6340.0,118.0,9.648186173853524,25381.0593220339,53.728813559322035,472.39195583596216
The Veer Union,UCPfVVO9e4q4pUs60x1-E2WQ,TheVeerUnion,2008-03-04 00:22:19+00:00,30767890.0,56800.0,146.0,17.508555783709788,210738.97260273973,389.041095890411,541.6882042253521
Devon Worley Band,UCKKB-3JkYKKzAUmsyv3T7FQ,Devon Worley ,2011-09-05 15:28:49+00:00,107780.0,510.0,29.0,14.001368925393566,3716.551724137931,17.586206896551722,211.33333333333334
Engst,UC8M1hLNqmx8m9fNbsFvTE0g,Engst,2015-06-02 09:16:19+00:00,2063829.0,7330.0,52.0,10.261464750171116,39689.019230769234,140.96153846153845,281.5592087312415
"""Bottle Rocket Brunch""",UCNdj0xcwCu7DdwbBksMhIwg,Bottle Rocket Media,2016-02-17 20:03:33+00:00,378324.0,436.0,227.0,9.54962354551677,1666.625550660793,1.920704845814978,867.7155963302753
Norman Foote,UCTgRDGC2Co8te7dElyyHpIA,Norman Foote,2006-12-04 20:10:11+00:00,108159.0,286.0,44.0,18.754277891854894,2458.159090909091,6.5,378.17832167832165
The Deer,UCQXDtci6LIZCZGyOds81Pcg,The Deer Network,2015-01-14 23:05:10+00:00,428247.0,2340.0,472.0,10.642026009582478,907.3029661016949,4.9576271186440675,183.01153846153846
DJ Mikey Post,UCTwkb-Q7OF2uOx0ojpHK4FA,Mike Post,2015-02-27 15:56:02+00:00,127.0,4.0,2.0,10.521560574948666,63.5,2.0,31.75
Kenzie Cait,UCRrUpWkUBVbTM2MLqUFA7aA,Kenzie Cait,2015-09-20 19:21:30+00:00,1213511.0,7510.0,40.0,9.960301163586584,30337.775,187.75,161.5860186418109
"Whitesnake, Foreigner",UCVOHyO39P5Y_GxjzhwaSmLg,Whitesnake - Topic,2013-06-14 02:06:19+00:00,181056120.0,9980.0,1705.0,12.227241615331964,106191.27272727272,5.853372434017595,18141.895791583167
The Nile Project,UCFDwbojUKzQVbAlEEMhe-Yg,The Nile Project,2014-12-24 11:43:09+00:00,32460.0,347.0,11.0,10.699520876112253,2950.909090909091,31.545454545454547,93.54466858789625
Chris Lee (Li Yuchun),UC9h9olcm4RvN148I0Ggulfw,李宇春Li Yuchun(ChrisLEE)-Channel,2011-01-21 21:03:13+00:00,865771.0,3210.0,256.0,14.622861054072553,3381.91796875,12.5390625,269.7105919003115
Remo Drive,UCRTvqBWmalVGUFLwTDYAkrw,Remo Drive,2013-11-12 03:28:39+00:00,12162645.0,47400.0,28.0,11.813826146475018,434380.1785714286,1692.857142857143,256.59588607594935
Boom Vang,UCCjHEDvSJAP-4aEKY0lUOAg,Boom Vang - Topic,2019-05-08 01:05:36+00:00,169.0,1.0,8.0,6.329911019849418,21.125,0.125,169.0
Culture Abuse,UCHhawUGf_T7aRH-xIWTYfNQ,Culture Abuse,2017-06-27 19:28:53+00:00,521155.0,1160.0,0.0,8.191649555099247,,,449.2715517241379
Rare Essence,UCYmxgkSAuvE51ieXqVni9pQ,Rare Essence,2014-09-27 02:01:17+00:00,16735844.0,25900.0,35.0,10.940451745379876,478166.97142857144,740.0,646.171583011583
Tex,UCH2958aySlHIuMzpUE8Xe9A,Tex HS,2016-06-15 12:19:53+00:00,3477083275.0,7060000.0,2872.0,9.22381930184805,1210683.5915738163,2458.217270194986,492.50471317280454
The Murder Capital,UCzsDQCpESeyzs6vLW8vCOww,The Murder Capital,2018-10-30 15:39:11+00:00,2899857.0,13100.0,99.0,6.850102669404517,29291.484848484848,132.32323232323233,221.36312977099237
The Twang,UCQQULXqKhI4RNrGBNI0R6aQ,The Twang - Topic,2013-09-06 06:08:04+00:00,1381709.0,1470.0,196.0,11.997262149212867,7049.535714285715,7.5,939.9380952380952
Zola Jesus,UCNjHooiZwJ5MQW-vJOr-MHA,Zola Jesus,2009-05-03 05:19:52+00:00,5747213.0,20700.0,32.0,16.34223134839151,179600.40625,646.875,277.64314009661837
"""Bindlestiff Family Cirkus""",UC89xYGrwRy-e3HKgPMVrzlw,Bindlestiff Cirkus,2007-01-05 23:22:37+00:00,125364.0,1110.0,142.0,18.666666666666668,882.8450704225352,7.816901408450704,112.94054054054054
Bryan Adams,UCxuYPUdTZHRZKVRZ1km1plw,Bryan Adams,2006-03-30 10:08:27+00:00,5151581534.0,6800000.0,313.0,19.43600273785079,16458726.945686901,21725.239616613417,757.5855197058823
Just a Femme,UC9QxOf1etehIyGTb_4yBzEg,JustDoingMyBest,2017-11-10 15:08:23+00:00,1959899.0,16500.0,627.0,7.819301848049282,3125.835725677831,26.31578947368421,118.78175757575758
Creed Bratton,UCMjv9S-mk1NPWIyEyIe9z9Q,Creed Bratton,2013-03-25 19:20:05+00:00,373813.0,5890.0,15.0,12.449007529089664,24920.866666666665,392.6666666666667,63.46570458404075
Babe Rainbow,UC4PUWFcoSu-WPFsHM7ycvDQ,Babe Rainbow,2013-11-06 00:19:39+00:00,9053758.0,43100.0,20.0,11.832991101984941,452687.9,2155.0,210.06399071925753
Art Brut,UCGxVU3gu7ILubcLcusrVh0Q,Art Brut Film,2012-04-06 16:24:49+00:00,7700.0,111.0,19.0,13.415468856947296,405.2631578947368,5.842105263157895,69.36936936936937
Matoma,UCdjoz9EURsObi2ov6BD1m-g,Matoma,2015-04-28 21:03:55+00:00,122173551.0,202000.0,349.0,10.35728952772074,350067.4813753582,578.7965616045846,604.8195594059406
Pain,UClSG_GssDNgxTsI1c1zVsLA,PAIN,2008-02-17 03:29:56+00:00,87974774.0,139000.0,477.0,17.54962354551677,184433.48846960167,291.40461215932913,632.9120431654676
"""Evening Of Dance""",UCoFOOmNF9eSr-y9P95dJoCQ,verliee123,2008-08-13 05:26:03+00:00,63.0,0.0,1.0,17.062286105407257,63.0,0.0,
"""Music City Roots""",UCq4MKKFxf_86d1A3sXIYHUA,Music City Roots,2009-08-10 20:45:24+00:00,241927462.0,288000.0,2909.0,16.071184120465436,83165.16397387418,99.0030938466827,840.0259097222222
Life of Agony,UC-jwlLr26YGjkTle_EH5kiQ,Life of Agony - Topic,2013-07-06 19:06:02+00:00,7384603.0,9600.0,354.0,12.167008898015059,20860.4604519774,27.11864406779661,769.2294791666667
"""E.T. The Extra-Terrestrial""",UCLnmpHVtBD20R66zKy_-Nxw,E.T. the Extra-Terrestrial 1982 Full Movie,2016-11-28 13:56:55+00:00,2948.0,15.0,3.0,8.76933607118412,982.6666666666666,5.0,196.53333333333333
"""A Prairie Home Companion Live""",UCy_l1hbKuX5dqIIGUHImRdQ,Dana T,2006-09-03 00:22:56+00:00,794548.0,317.0,9.0,19.00889801505818,88283.11111111111,35.22222222222222,2506.460567823344
"""Radio 94.7 Electric Christmas""",UCD7Kloc25BLtj6FkH1yd5Ug,Entercom University,2013-09-20 13:11:58+00:00,23539.0,5.0,2.0,11.958932238193018,11769.5,2.5,4707.8
Southpaw,UC5TUArsoLo3fz6MbVSE-8bA,Southpaw,2017-02-18 09:11:29+00:00,24059370.0,138000.0,336.0,8.544832306639288,71605.26785714286,410.7142857142857,174.34326086956523
Jasper Erkens,UC1-nf_0krKH54n79wUncB0A,Jasper Erkens,2009-08-24 17:39:11+00:00,209266.0,158.0,11.0,16.032854209445585,19024.18181818182,14.363636363636363,1324.4683544303798
"""MSP Sound 5 Year Anniversary Party""",UC6BvWQFdC783gggP4vixcjg,Proxic Events,2018-04-20 08:46:08+00:00,455355.0,2620.0,39.0,7.378507871321013,11675.76923076923,67.17948717948718,173.79961832061068
Ferry Corsten,UCjNKLcXS79kibFItBzaOf8A,Ferry Corsten,2008-05-29 17:08:34+00:00,99433039.0,212000.0,1197.0,17.270362765229294,83068.53717627403,177.109440267335,469.0237688679245
Rhea,UCusGLaOUUDgKuW4Kr8UDvbA,Rhea Y.,2011-08-13 03:40:13+00:00,28916102.0,368000.0,90.0,14.064339493497604,321290.02222222224,4088.8888888888887,78.57636413043478
Imperative Reaction,UC0BpDrk0yENeFaujbrHG6-A,Imperative Reaction - Topic,2013-10-28 01:48:00+00:00,810751.0,1760.0,102.0,11.854893908282,7948.5392156862745,17.254901960784313,460.6539772727273
Gayazov$ Brother$,UCwIUjOQqofhhogIY_63agpw,GAYAZOV$ BROTHER$,2019-02-07 10:06:54+00:00,492420826.0,340000.0,92.0,6.576317590691307,5352400.282608695,3695.6521739130435,1448.2965470588235
The Legwarmers,UCygnHdfyEx4fAGEfP_OGdcQ,LegwarmersBand,2009-12-23 16:33:08+00:00,154074.0,407.0,15.0,15.7015742642026,10271.6,27.133333333333333,378.5601965601966
Ruth Eckerd Hall Chorus,UCROsL9pAXiMrR5NGj2cAVEA,RuthEckerdHall,2008-11-25 17:51:50+00:00,43831.0,1110.0,64.0,16.777549623545518,684.859375,17.34375,39.487387387387386
"""Jersey City Fight Night""",UCnE8rwlGdFJXbZlkdvlAKbg,Jersey City Kickboxing Jckb,2016-03-07 02:25:23+00:00,452.0,1.0,15.0,9.49760438056126,30.133333333333333,0.06666666666666667,452.0
Joss Stone,UCr3uoU9jGjXXb8MTCO6zBeA,Joss Stone,2007-02-01 23:35:29+00:00,164749709.0,455000.0,335.0,18.5927446954141,491790.176119403,1358.2089552238806,362.0872725274725
"""Trondossa Music & Arts Festival""",UCKkx-Y1ksvhWFqpISHYCmpw,722rick,2010-05-16 06:47:19+00:00,735.0,0.0,5.0,15.307323750855579,147.0,0.0,
Cody Bryan Band,UCpJnWEeGyOPoFhwEfO1F-Vg,Cody Bryan Band,2012-10-10 01:28:53+00:00,281067.0,710.0,83.0,12.903490759753593,3386.3493975903616,8.55421686746988,395.86901408450706
Oracle Sisters,UCLCfyWD6H_mU_XJ46hx5J2A,Oracle Sisters,2018-05-22 01:21:39+00:00,3926374.0,10500.0,78.0,7.2908966461327855,50338.1282051282,134.6153846153846,373.94038095238096
Dangermuffin,UCZ75xZQIVQ9o8IXFNm3Ldow,Dangermuffin Official Band Page,2008-08-09 13:37:25+00:00,470502.0,1650.0,64.0,17.073237508555785,7351.59375,25.78125,285.15272727272725
West-Eastern Divan Ensemble,UCQ1V4K2haLzNb78_DNZZqaA,West-Eastern Divan Orchestra,2012-11-13 14:23:12+00:00,82278.0,900.0,28.0,12.810403832991103,2938.5,32.142857142857146,91.42
"""Million Dollaz Worth of Game - Live Show""",UCXht6NRDnY2-OMbWAJi-E2g,bigzeektv,2010-03-22 02:46:45+00:00,68777.0,88.0,68.0,15.457905544147843,1011.4264705882352,1.2941176470588236,781.5568181818181
"""Delaware State Fair"", Chris Young",UCnFCOZA8mNBq-_ENNDZhHyA,eggzolicious,2006-11-08 19:37:11+00:00,3161.0,0.0,14.0,18.82546201232033,225.78571428571428,0.0,
Steve March-Tormé,UCHamTY21mC5G07rEkBwlL3w,Steve March-Tormé - Topic,2013-12-23 08:35:22+00:00,8270.0,48.0,28.0,11.7015742642026,295.35714285714283,1.7142857142857142,172.29166666666666
"""Beauty And The Beast Live In Concert""",UC9dEHkNhnFiNWZjQMl2k2cA,Sandy Cameron,2017-03-08 21:47:16+00:00,334658.0,1110.0,21.0,8.49555099247091,15936.095238095239,52.857142857142854,301.4936936936937
Madagasc,UCE18qeWbSMPEhghV1vBwT1w,MATV Madagascar,2019-09-04 12:49:19+00:00,430832.0,2540.0,3234.0,6.0041067761806985,133.2195423623995,0.7854050711193569,169.61889763779527
"Kris Lager Band, Josh Hoyer & Soul Colossal",UCkS8gHLJY5yhE9ypWUOdkdw,ekb.laura,2013-07-24 08:00:54+00:00,15159.0,26.0,48.0,12.11772758384668,315.8125,0.5416666666666666,583.0384615384615
"""Austin City Limits Music Festival Late Night Shows"", Alison Wonderland",UCMWEDGi_uC3ZY-SRiDyOU6g,zmelt,2012-02-24 23:43:18+00:00,18290.0,70.0,23.0,13.530458590006845,795.2173913043479,3.0434782608695654,261.2857142857143
Back To The Garden 1969 - The Woodstock Experience,UC5NwXf8hOgZgInaYiOCZmUg,Jimi Hendrix - Topic,2013-05-16 16:07:01+00:00,231226748.0,33800.0,973.0,12.306639288158795,237643.11202466598,34.73792394655704,6841.028047337278
Fiddler Off The Roof,UC3PsMG3E2TKIL13LEAdQegQ,Bob Goldenberg,2006-07-08 14:08:44+00:00,3842.0,5.0,17.0,19.16221765913758,226.0,0.29411764705882354,768.4
"Graham Parker, Brinsley Schwarz",UCM_po0WKUxehRWQ3muVG0bA,popandsoul,2006-04-20 07:28:02+00:00,808018.0,555.0,1588.0,19.378507871321013,508.82745591939545,0.3494962216624685,1455.8882882882883
Maple Mars,UC29XN6xhKMmgktFzRgFR8Ag,Maple Mars,2006-07-11 08:26:38+00:00,38325.0,133.0,84.0,19.15400410677618,456.25,1.5833333333333333,288.1578947368421
Alex Wiley,UC6AoV8rlLoMGMIsfzxA_P3w,AlexWileyMusic,2012-07-28 16:33:03+00:00,9380562.0,21800.0,34.0,13.10609171800137,275898.8823529412,641.1764705882352,430.3010091743119
En Hommage ,UCqHjOHWpQZh7oGYjLOvsfXA,En Hommage,2014-08-28 10:33:19+00:00,4421.0,10.0,10.0,11.02258726899384,442.1,1.0,442.1
Bonzie,UCvKXsob5mXvNmuCYkmXQ7Bw,BONZIE,2013-01-07 20:57:10+00:00,8134128.0,120000.0,106.0,12.659822039698836,76737.05660377358,1132.0754716981132,67.7844
"""America's Wonders"" With Orlando Philharmonic Orchestra",UCdM2lIa76NbtBYXjoF9VNXg,Orlando Philharmonic Orchestra,2012-10-29 18:19:15+00:00,31390.0,426.0,36.0,12.851471594798083,871.9444444444445,11.833333333333334,73.68544600938966
Parkway Drive,UCP0efewXEcuCddMFLjlCDJQ,Parkway Drive,2010-05-02 13:02:30+00:00,166909011.0,262000.0,126.0,15.345653661875428,1324674.6904761905,2079.3650793650795,637.0572938931298
Infected Mushroom,UCrbvoMC0zUvPL8vjswhLOSw,Infected Mushroom,2008-04-10 23:08:14+00:00,153979554.0,298000.0,270.0,17.404517453798768,570294.6444444444,1103.7037037037037,516.7099127516778
Story of the Year,UCbUlnnMk-KjDxhA_ESAMJkg,Story Of The Year,2007-02-01 23:31:13+00:00,50600228.0,67300.0,108.0,18.5927446954141,468520.6296296296,623.1481481481482,751.8607429420505
Fitz And The Tantrums,UCey2z8VZ7Mc0R1M5QiBU4EA,Fitz and the Tantrums,2009-07-21 09:53:42+00:00,638225658.0,526000.0,436.0,16.125941136208077,1463820.3165137614,1206.4220183486239,1213.3567642585551
Bassnectar,UCIfFb3X4vy_hYCMpCBFffsw,Bassnectar,2009-03-21 06:12:18+00:00,246862693.0,412000.0,367.0,16.459958932238195,672650.3896457766,1122.615803814714,599.1812936893203
Neutro Shorty,UCIC4pyzlzks2ZySb8v6ROlQ,Neutro Shorty,2014-04-22 15:35:43+00:00,1655053631.0,3200000.0,119.0,11.373032169746748,13908013.705882354,26890.756302521007,517.2042596875
Estrons,UCjcI0gYEfel-p29S2qa37XA,EstronsVEVO,2017-05-16 09:13:27+00:00,321342.0,1880.0,8.0,8.306639288158795,40167.75,235.0,170.92659574468084
Capre,UCrtA-7vL7bNmMyk3hGKk8rw,capré,2015-05-05 11:15:19+00:00,96270.0,3050.0,16.0,10.338124572210814,6016.875,190.625,31.56393442622951
Fox Valley Symphony Orchestra,UC09g81ULyEl8GlDZdNs6CIQ,Fox Valley Symphony Orchestra,2016-10-11 19:49:37+00:00,22004.0,216.0,93.0,8.900752908966462,236.6021505376344,2.3225806451612905,101.87037037037037
Metz,UCb_HwfOwZQdNS7N28QKOcwA,METZ the Band,2010-11-05 19:50:35+00:00,1654652.0,6930.0,16.0,14.833675564681725,103415.75,433.125,238.76652236652237
"Dev Lemons, Jordana",UCeI4LyEQErqAQ8S_Y8hrIlQ,HYAKU13,2013-12-19 01:07:50+00:00,307.0,80.0,5.0,11.71252566735113,61.4,16.0,3.8375
"Bars Of Gold, LAPêCHE",UCTw6_ZRkHzZA15bQw2lqrGw,Bar D'écume,2018-08-05 21:36:57+00:00,61775105.0,342000.0,135.0,7.085557837097878,457593.3703703704,2533.3333333333335,180.6289619883041
The Delgados,UCE-7Qyx43ttx_pZMbNGuOsw,The Delgados - Topic,2013-09-12 13:36:06+00:00,980027.0,1660.0,208.0,11.980835044490075,4711.6682692307695,7.980769230769231,590.3777108433735
"New Jersey Ballet - ""Don Quixote""",UCVIPrAZgY5saVORIljTLEkQ,Ruben Rascon,2010-05-16 19:18:25+00:00,20231.0,79.0,14.0,15.307323750855579,1445.0714285714287,5.642857142857143,256.0886075949367
Sxip Shirey,UCsSSlGdDYtQOCCSrnwV90Mw,Sxip Shirey,2006-12-15 20:10:03+00:00,318634.0,2300.0,42.0,18.72416153319644,7586.523809523809,54.76190476190476,138.53652173913042
The Rocket Summer,UCi_NV6a-5o1vJ38ITwdGMxg,The Rocket Summer,2007-01-12 00:58:36+00:00,6815668.0,15100.0,97.0,18.647501711156742,70264.61855670103,155.6701030927835,451.3687417218543
Carl Hancock Rux,UCyK8icOFWwx26HKyPgLdxrQ,Carl Hancock Rux - Topic,2013-07-27 09:05:23+00:00,26678.0,149.0,52.0,12.109514031485284,513.0384615384615,2.8653846153846154,179.04697986577182
Under the Rug,UCMRCV0QuDVuoR1I7Jk2_fFg,Under The Rug,2018-07-23 00:37:33+00:00,2195533.0,10200.0,147.0,7.123887748117728,14935.598639455782,69.38775510204081,215.24833333333333
Sam Fender,UCNOPATl0JcguaVn1ovKWU1w,Sam Fender,2013-04-03 21:31:32+00:00,226272340.0,287000.0,146.0,12.424366872005475,1549810.5479452056,1965.7534246575342,788.4053658536585
"Liv On: Olivia Newton-John, Beth Nielsen Chapman, and Amy Sky",UCk6ytiVmxJyYovFlagf6ZPw,LIV ON Music Official,2016-10-13 01:48:25+00:00,218747.0,1340.0,30.0,8.895277207392198,7291.566666666667,44.666666666666664,163.24402985074627
10 Years,UCfZE-ZIx11-4ZRb2SnSoFDw,10 Years,2009-11-24 18:14:17+00:00,157350141.0,163000.0,124.0,15.780971937029431,1268952.75,1314.516129032258,965.3382883435582
Sham 69,UCrkm9lbHY2z8JR8GstfSz6A,Sham 69 - Topic,2013-08-27 13:37:27+00:00,2553959.0,6130.0,794.0,12.02464065708419,3216.573047858942,7.720403022670025,416.63278955954326
Blonder,UCfDqUcviXPuTlKqsHm2_rPA,Blonder,2016-02-18 02:48:22+00:00,312450.0,1480.0,14.0,9.546885694729637,22317.85714285714,105.71428571428571,211.11486486486487
El Mato A Un Policia Motorizado,UC6r3CG3J2zEtJt0XabdOwug,El mató a un policía motorizado,2015-11-23 22:45:11+00:00,148099187.0,206000.0,108.0,9.78507871321013,1371288.7685185184,1907.4074074074074,718.9280922330097
"""No Jumper Podcast""",UCtSfyk_0ooF1xHcBH5S5YfA,Poetik Flakko,2017-06-04 17:49:49+00:00,90402016.0,268000.0,2694.0,8.254620123203285,33556.798812175206,99.48032665181886,337.3209552238806
Lisa Leblanc,UC2MrBc99_fYgkel3nHOvIKA,Lise Leblanc,2014-08-05 18:41:17+00:00,24200055.0,225000.0,299.0,11.085557837097879,80936.63879598663,752.5083612040133,107.5558
The Sherlocks,UCZ81c9pNfZ6DFo6ZxeLdVvA,The Sherlocks,2012-02-01 13:57:43+00:00,7049942.0,58400.0,319.0,13.593429158110883,22100.131661442007,183.07210031347964,120.71818493150685
Elton Dan and the Rocket Band,UCswWFaQfvXo4rSSc00JRPeA,Elton Dan,2017-08-03 03:18:51+00:00,238810.0,351.0,20.0,8.09034907597536,11940.5,17.55,680.3703703703703
Erin Markey,UCaM6EIVV-FMDqrwid09Jang,Erin Markey,2013-09-24 18:59:05+00:00,688.0,2.0,1.0,11.94798083504449,688.0,2.0,344.0
Set For Tomorrow,UCTo1ZlhoTX9i5DvFSnW4heQ,Set For Tomorrow,2014-08-03 21:24:18+00:00,4447667.0,13900.0,708.0,11.091033538672143,6282.015536723164,19.63276836158192,319.9760431654676
"""Hot 97 Winter Jam""",UCPd2VJqClvTWW3uhuumPQzA,Terrell Nunez,2017-06-03 01:04:11+00:00,23834.0,64.0,24.0,8.257357973990418,993.0833333333334,2.6666666666666665,372.40625
"Erkan Ogur, Ismail Hakki Demircioglu",UCmtfXqxt82Kl8rwnZ_fxm5A,Murathanhakan,2006-09-06 08:10:53+00:00,359637.0,182.0,11.0,18.99794661190965,32694.272727272728,16.545454545454547,1976.0274725274726
Sophistafunk,UCbprFV_PznkDq3b4IfR_4kQ,SophistafunkTV,2012-05-23 20:23:16+00:00,388784.0,743.0,13.0,13.286789869952088,29906.46153846154,57.15384615384615,523.2624495289367
"""Bey Day Dance Party""",UCSdMqk03ueCOmD6Mh08mD2Q,The Basement - Atlanta,2016-09-17 19:56:13+00:00,1110.0,2.0,11.0,8.966461327857632,100.9090909090909,0.18181818181818182,555.0
"""Emo Night Karaoke""",UCV2ub7bV261SP9pPuhYsIbw,emo night karaoke,2018-07-24 00:27:30+00:00,9547.0,144.0,9.0,7.121149897330596,1060.7777777777778,16.0,66.29861111111111
"""90's Kickback Tour""",UCXGV7bXt1VKb8fjq2xZUsnQ,sean albrow,2015-03-16 20:08:37+00:00,182164.0,313.0,69.0,10.47501711156742,2640.057971014493,4.536231884057971,581.9936102236421
Ricky Gervais,UCry7B7DGVgUIa6k4Tis_DJQ,Ricky Gervais,2006-11-22 16:04:43+00:00,82180690.0,655000.0,103.0,18.78713210130048,797870.7766990291,6359.223300970873,125.46670229007634
Hard_R,UCruGzUuXP3oAoS0Tzrulh1A,Hard_R - Topic,2017-08-12 08:04:27+00:00,386.0,5.0,5.0,8.06570841889117,77.2,1.0,77.2
Brandee Younger,UCyokSHw_pw_K1Hv3g-tZqsg,Brandee Younger,2007-02-09 16:06:23+00:00,1574517.0,7030.0,35.0,18.570841889117045,44986.2,200.85714285714286,223.97112375533428
"""Hershey Theatre Apollo Awards""",UCqEd1sk6RHadaeRWmA3Pftw,polliwowg,2009-08-10 04:14:24+00:00,786.0,0.0,1.0,16.071184120465436,786.0,0.0,
Hodge Twins,UC4FhvdvgZU5CVbXi2uWgiZg,Hodge Twins,2010-09-21 18:05:09+00:00,1053639993.0,3410000.0,3206.0,14.956878850102669,328646.28602620086,1063.6306924516532,308.98533519061584
Lou Franco Project,UCNo55qm06gMBON9AqV-Vxbw,Shan Rocks,2008-02-14 01:02:10+00:00,26396.0,66.0,131.0,17.557837097878167,201.49618320610688,0.5038167938931297,399.93939393939394
"""High School Band Competition""",UCIJ1XigAHoCjehfeF3IJyYg,MB History 3,2017-09-12 01:45:37+00:00,540.0,1.0,2.0,7.9808350444900755,270.0,0.5,540.0
Headstones,UCWjf4gza_lqE9gigFoEuhPQ,Headstones,2011-07-09 16:31:13+00:00,10179500.0,13200.0,97.0,14.160164271047227,104943.29896907216,136.08247422680412,771.1742424242424
Margot Bingham,UC3cKJIV-n2nf6LyuKUMcL_g,Margot Bingham,2009-07-13 20:01:55+00:00,67212.0,399.0,10.0,16.147843942505133,6721.2,39.9,168.45112781954887
Sans Peter,UC29BPJ8v8cnE2FDiiojMo9Q,Sans Peter - Topic,2018-02-07 19:43:09+00:00,492.0,4.0,5.0,7.575633127994524,98.4,0.8,123.0
Rose Paradise,UClE3I1Fa8XZbSkMu5AnTfPw,Rose Paradise,2012-03-16 20:06:50+00:00,22244.0,544.0,8.0,13.47296372347707,2780.5,68.0,40.88970588235294
Bombadil,UCEigJnRNCKTsWpEY4nIOwpw,We are Bombadil,2007-10-19 19:29:04+00:00,1296694.0,3150.0,82.0,17.880903490759753,15813.341463414634,38.41463414634146,411.6488888888889
MC Bomber,UC5L46R2qc3MNdkF9Jcy0jyw,MC Bomber - Topic,2015-03-06 08:31:19+00:00,4246901.0,7820.0,252.0,10.50239561943874,16852.781746031746,31.03174603174603,543.0819693094629
"Brian Culbertson, Average White Band",UCA8FScdaQSBgc2PMz2CQNCQ,londonwarsawny,2008-12-15 00:11:14+00:00,23823.0,23.0,11.0,16.725530458590008,2165.7272727272725,2.090909090909091,1035.7826086956522
Genticorum,UC5NWRI7iyekMTtG_bCVty8Q,GenticorumTrad,2010-12-02 18:39:46+00:00,102754.0,1040.0,17.0,14.759753593429158,6044.35294117647,61.1764705882353,98.80192307692307
Jillian Rhys McCoy,UCgqJsJZoDqErnaphuDGBBEg,Jillian McCoy,2009-06-18 17:36:23+00:00,6752.0,25.0,5.0,16.216290212183434,1350.4,5.0,270.08
"""Chefs - A Sizzling Kitchen Showdown""",UCZbjQXUoZksPlWhUp0RjqXw,Mills Entertainment,2011-03-18 14:57:16+00:00,1350904.0,788.0,46.0,14.469541409993155,29367.478260869564,17.130434782608695,1714.3451776649747
Accusefive,UCj0Dl_XdIoAKzyfbPEu9WMw,告五人Accusefive,2017-04-04 11:18:15+00:00,383709865.0,390000.0,137.0,8.421629021218344,2800801.9343065694,2846.715328467153,983.8714487179487
Travis Tritt (Solo),UC0N588FhRLUrN0KDxvKb_cw,Travis Tritt - Topic,2013-05-16 16:06:52+00:00,264308186.0,11500.0,499.0,12.306639288158795,529675.7234468937,23.04609218436874,22983.32052173913
Julia Jacklin,UC_G-5XiTXs3mFKaIas25eqA,julia jacklin,2013-03-21 23:53:15+00:00,17345421.0,44600.0,51.0,12.459958932238193,340106.29411764705,874.5098039215686,388.9107847533632
Alexander Stewart,UCOnuUddDN2ssa2q__2OW6qg,Alexander Stewart,2010-12-31 16:00:43+00:00,406458269.0,2690000.0,405.0,14.680355920602327,1003600.6641975308,6641.975308641975,151.0997282527881
Cardioid,UCfwRn-f46jRGIPT5v12Ug8g,Cardioid,2016-09-20 19:38:21+00:00,0.0,10.0,0.0,8.958247775496236,,,0.0
Rich Aucoin,UCqT6_Pv1TMnUwQbqdzZlVUw,Rich Aucoin,2006-11-03 18:12:13+00:00,2050809.0,3060.0,167.0,18.83915126625599,12280.293413173653,18.323353293413174,670.1990196078432
"Chris Knight, Will Hoge",UCKctb4Pq85a7uSn56oVzmYg,Chad Gregory,2011-06-16 09:51:38+00:00,1534.0,12.0,15.0,14.223134839151266,102.26666666666667,0.8,127.83333333333333
Jacques Greene,UCiG_b75PSOJROG0ufaF1RqA,Jacques Greene,2010-07-28 14:38:59+00:00,2701416.0,9750.0,57.0,15.107460643394935,47393.26315789474,171.05263157894737,277.0683076923077
Wilder Maker,UCjh9aDHRg4PimFpxKa0xKBQ,Wilder Maker - Topic,2015-09-18 11:26:42+00:00,12321.0,37.0,58.0,9.96577686516085,212.43103448275863,0.6379310344827587,333.0
